City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1,Rikitea,PF,73.44,scattered clouds,-23.12,-134.97,Pension Maro'i
2,Lorengau,PG,81.46,scattered clouds,-2.02,147.27,Lorengau Harbourside Hotel
6,Hambantota,LK,82.4,light rain,6.12,81.12,Bungalow 63
10,Castro,BR,71.11,overcast clouds,-24.79,-50.01,CHACARA BAILLY
12,Perdoes,BR,83.34,overcast clouds,-21.09,-45.09,Talismã Motel
15,Arraial Do Cabo,BR,77.0,overcast clouds,-22.97,-42.03,Pousada Porto Praia
16,Ribeira Grande,PT,75.2,scattered clouds,38.52,-28.7,Quinta da Meia Eira
17,Vaini,TO,73.4,broken clouds,-21.2,-175.2,Keleti Beach Resort
18,Fethiye,TR,80.6,few clouds,36.62,29.12,Club & Hotel Letoonia
19,Cabo San Lucas,MX,75.99,clear sky,22.89,-109.91,Hotel Tesoro Los Cabos
24,Gat,IL,82.99,clear sky,31.61,34.76,OlusHome
28,Kapaa,US,72.0,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
29,Faya,SA,77.0,few clouds,18.39,42.45,مقبرة ال مجمل
32,Camacha,PT,71.6,scattered clouds,33.08,-16.33,Hotel Porto Santo & Spa
33,Bambous Virieux,MU,78.01,scattered clouds,-20.34,57.76,Casa Tia Villa
35,Port Moresby,PG,78.8,few clouds,-9.44,147.18,Lamana Hotel
40,Coahuayana,MX,73.4,scattered clouds,18.73,-103.68,Hotel Los Arcos
41,Anito,PH,77.34,overcast clouds,12.45,125.29,The Yellow House
42,Port Alfred,ZA,71.08,clear sky,-33.59,26.89,The Halyards Hotel
44,Saint-Philippe,RE,78.8,scattered clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
46,Nador,MA,71.6,few clouds,35.17,-2.93,Airport hotel
50,Hilo,US,71.6,broken clouds,19.73,-155.09,Hilo Hawaiian Hotel
52,Auki,SB,77.88,few clouds,-8.77,160.7,Auki Motel
53,Vila Franca Do Campo,PT,73.4,scattered clouds,37.72,-25.43,Pestana Bahia Praia
54,Cockburn Town,TC,82.99,few clouds,21.46,-71.14,Osprey Beach Hotel
58,Mogadishu,SO,80.71,clear sky,2.04,45.34,Hotel Juba
59,Fare,PF,79.23,light rain,-16.7,-151.02,Maitai Lapita Village Huahine
63,Erzin,TR,81.0,few clouds,36.96,36.2,Artemis Otel
64,Faanui,PF,78.66,clear sky,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
66,Catuday,PH,80.26,scattered clouds,16.29,119.81,GResort
67,Georgetown,MY,84.2,light rain,5.41,100.34,Cititel Penang
68,Kupang,ID,80.22,overcast clouds,-10.17,123.58,Sylvia Hotel Premier Kupang
69,Souillac,MU,77.0,scattered clouds,-20.52,57.52,Bils' Villa
70,Los Llanos De Aridane,ES,78.8,few clouds,28.66,-17.92,Valle Aridane
73,Touros,BR,86.0,broken clouds,-5.2,-35.46,INN NEW HORIZON
74,Kismayo,SO,80.87,clear sky,-0.36,42.55,Agan-Hotel
75,Jieshi,CN,78.01,overcast clouds,22.81,115.83,Yuehai Hotel
82,Gaya,IN,86.0,mist,24.78,85.0,Hotel Viraat Inn
83,Arona,ES,79.0,few clouds,28.1,-16.68,Paradise Court
85,Sao Filipe,CV,83.68,overcast clouds,14.9,-24.5,Tortuga B&B
89,Matara,LK,79.92,light rain,5.95,80.54,Amaloh Boutique Resort
90,Yulara,AU,80.6,clear sky,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
96,Inhambane,MZ,78.8,few clouds,-23.86,35.38,Oceano
98,Sinjar,IQ,84.49,clear sky,36.32,41.88,زوماني فون 1
102,Ugoofaaru,MV,82.51,light rain,5.67,73.0,Ungoofaaru Inn
104,Kavieng,PG,82.44,few clouds,-2.57,150.8,Nusa Island Retreat
108,Kourou,GF,87.8,clear sky,5.16,-52.65,Lodge Takini 4
111,Ginda,IN,78.8,mist,30.69,78.49,Bal uma sankar hotel and restaurant
113,Loiza,PR,82.99,shower rain,18.43,-65.88,Malibu Beachfront
115,Karratha,AU,78.57,clear sky,-20.74,116.85,ibis Styles Karratha
120,Banda Aceh,ID,82.71,light rain,5.56,95.32,OYO 884 Rumoh PMI Hotel
123,Sao Joao Da Barra,BR,82.4,broken clouds,-21.64,-41.05,Pousada Porto De Canoas
126,Victoria,HK,80.01,light rain,22.29,114.16,Mini Hotel Central
127,Mahebourg,MU,77.0,scattered clouds,-20.41,57.7,Shandrani Beachcomber Resort & Spa
131,Maracaibo,VE,86.38,clear sky,10.63,-71.64,Motel Aladdin
135,Atuona,PF,77.47,broken clouds,-9.8,-139.03,Villa Enata
137,Tambura,SS,85.23,few clouds,5.6,27.47,Guest hous Tambura
140,Bathsheba,BB,86.0,broken clouds,13.22,-59.52,Atlantis Hotel
141,Tres Picos,MX,81.25,broken clouds,15.87,-93.53,HOTEL TRES PICOS
142,Pitimbu,BR,86.0,broken clouds,-7.47,-34.81,Reserva do Abiaí
143,Santa Marta,CO,84.0,clear sky,11.24,-74.2,Hotel La Ballena Azul
145,Buchanan,LR,80.6,light rain,5.88,-10.05,Kamaneahn Hotel Inc
147,San Cristobal,VE,80.6,few clouds,7.77,-72.22,Pirineos
148,Denpasar,ID,82.4,scattered clouds,-8.65,115.22,ASTON Denpasar Hotel & Convention Center
150,Foumban,CM,74.68,moderate rain,5.73,10.9,Hotel Pekassa De Karche
152,Grand Gaube,MU,78.01,clear sky,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
155,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
156,Cayenne,GF,87.8,clear sky,4.93,-52.33,Hôtel Le Dronmi
157,Beira,MZ,78.8,scattered clouds,-19.84,34.84,Beira Terrace Hotel
159,Champerico,GT,73.4,broken clouds,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
163,Mpulungu,ZM,81.52,light rain,-8.76,31.11,Nawelah Lodge
164,Ilesha,NG,88.86,light rain,7.14,5.26,Tosap Guest House
172,Kimbe,PG,76.01,few clouds,-5.55,150.14,Kimbe Bay Hotel
175,Bobo Dioulasso,BF,87.8,few clouds,11.18,-4.3,Rasma Bed and Breakfast
183,Bubaque,GW,82.51,broken clouds,11.28,-15.83,Casa Dora - Mango Lodge
184,Mount Isa,AU,75.2,clear sky,-20.73,139.5,ibis Styles Mt Isa Verona
187,Ahuimanu,US,75.2,clear sky,21.44,-157.84,Paradise Bay Resort
191,Le Port,RE,77.0,scattered clouds,-20.94,55.29,Villa Maido
192,Hithadhoo,MV,82.9,clear sky,-0.6,73.08,Scoop Guest House
194,Poum,NC,74.88,overcast clouds,-20.23,164.02,Gîte kajeon
195,Paka,MY,82.4,light rain,4.64,103.44,Rumbia Resort Villa Paka Terengganu
203,East London,ZA,73.4,broken clouds,-33.02,27.91,Tu Casa
206,Sambava,MG,78.44,clear sky,-14.27,50.17,Melrose
207,Uaua,BR,89.4,clear sky,-9.84,-39.48,Hotel Uauá
214,Punto Fijo,VE,86.38,clear sky,11.7,-70.2,Santa Fe Inn Hotel
219,Menongue,AO,76.01,light rain,-14.66,17.69,Ritz Lauca
221,Bairiki,KI,82.4,few clouds,1.33,172.98,Tarawa Boutique Hotel
227,Santa Cruz,BO,86.0,smoke,-17.8,-63.17,Hotel Cortez
228,Hobyo,SO,81.81,broken clouds,5.35,48.53,Osmani Hotel
229,Itoman,JP,77.0,few clouds,26.12,127.67,Southern Beach Hotel & Resort Okinawa
231,Piacabucu,BR,82.13,overcast clouds,-10.41,-36.43,Piaçabuçu News
232,Nueva Guinea,NI,76.23,scattered clouds,11.69,-84.46,Posadita La Reyna
235,Puerto Suarez,BO,78.8,smoke,-18.95,-57.8,Hotel casa real
239,Harper,LR,79.81,light rain,4.38,-7.72,Screensaver
240,Sinnamary,GF,87.17,clear sky,5.38,-52.95,ALETHEIA Appartement Sinnamary
241,Carutapera,BR,88.09,broken clouds,-1.2,-46.02,Lidera
243,Marawi,PH,75.0,overcast clouds,8.0,124.29,Derogongan Residence
245,Trat,TH,82.0,heavy intensity rain,12.5,102.5,สวนหนิง-อัศ
247,Vicuna,CL,80.01,clear sky,-30.03,-70.71,Los Mosaicos
248,Half Moon Bay,US,73.4,haze,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
250,San Ignacio,BZ,77.0,scattered clouds,17.16,-89.07,Rainforest Haven Inn
252,Nurota,UZ,71.6,clear sky,40.56,65.69,Guest House Ruslan Nurata & Tours
255,Mareeba,AU,73.4,scattered clouds,-17.0,145.43,Trinity Plains Tourist Park
257,Salalah,OM,84.2,few clouds,17.02,54.09,HAMDAN PLAZA HOTEL
261,Saldanha,ZA,73.4,clear sky,-33.01,17.94,Blue Bay Lodge
263,Namibe,AO,73.45,broken clouds,-15.2,12.15,Hotel Chik Chik Namibe
265,Tagusao,PH,79.09,heavy intensity rain,9.19,117.81,"Shaman's Breath- Beach, Bed & Breakfast"
278,Tanete,ID,78.1,overcast clouds,-3.94,119.78,Wisma Tri Multi
280,Alyangula,AU,75.2,scattered clouds,-13.85,136.42,Groote Eylandt Lodge
282,Butaritari,KI,81.55,overcast clouds,3.07,172.79,Isles Sunset Lodge
283,San Ramon,US,75.2,clear sky,37.78,-121.98,San Ramon Marriott
285,Ponta Do Sol,PT,73.4,scattered clouds,32.67,-17.1,Hotel do Campo
286,Rock Sound,BS,82.09,clear sky,24.9,-76.2,Rock Sound Club
288,Sur,OM,81.19,clear sky,22.57,59.53,Sur Plaza Hotel
289,Pasighat,IN,77.9,clear sky,28.07,95.33,Siang Guest House
301,Trogir,HR,70.0,scattered clouds,43.51,16.25,Hotel Medena
302,Teguise,ES,71.6,few clouds,29.06,-13.56,B&B La Casona de Nazaret
303,Umm Lajj,SA,89.74,clear sky,25.02,37.27,Moon light Furnished Units
309,Saint-Pierre,RE,78.8,few clouds,-21.34,55.48,Lindsey Hôtel
310,Kerema,PG,78.53,light rain,-7.96,145.78,Elore Lodge
318,Isangel,VU,74.82,light rain,-19.55,169.27,Volcano Sea View Tree House
319,Kekri,IN,85.68,clear sky,25.97,75.15,Kishan Hostel
320,Rawson,AR,71.42,broken clouds,-43.3,-65.1,Hotel Punta León
321,Matadi,CD,86.7,broken clouds,-5.82,13.45,Hotel Fortune
322,Luanda,AO,82.4,scattered clouds,-8.84,13.23,EPIC SANA Luanda
323,Nhulunbuy,AU,78.8,clear sky,-12.23,136.77,East Arnhem Real Estate
327,Willowmore,ZA,83.08,clear sky,-33.29,23.49,Jumper's Place
328,Rincon,US,77.0,broken clouds,32.3,-81.24,Bent tree subdivision
330,Arauca,CO,83.44,light rain,7.08,-70.76,Hotel Verano Plaza
331,Djambala,CG,77.72,broken clouds,-2.54,14.75,Auberge Chez Les Emmanuelles
332,Manjeshwar,IN,78.8,mist,12.72,74.89,THE NOUSHA VILLAGE
333,Kota Bahru,MY,73.4,light rain,6.13,102.24,Grand Riverview Hotel
334,Bechem,GH,84.11,broken clouds,7.09,-2.02,Orange Hotel
337,Vanimo,PG,79.21,overcast clouds,-2.67,141.3,Vahmoneh Lodge Vanimo
339,Port Hedland,AU,84.2,clear sky,-20.32,118.57,The Esplanade Hotel
344,Kokopo,PG,77.32,clear sky,-4.35,152.26,Kokopo Beach Bungalow Resort
345,Dingle,PH,74.44,light rain,11.0,122.67,Camp Pasica
351,Namatanai,PG,80.64,light rain,-3.67,152.43,Namatanai Hotel
354,Kahului,US,70.0,clear sky,20.89,-156.47,Maui Seaside Hotel
356,Galveston,US,79.0,scattered clouds,29.37,-94.97,Comfort Inn & Suites Texas City
357,Caravelas,BR,84.85,broken clouds,-17.71,-39.25,Pousada dos Navegantes
363,Vao,NC,71.71,overcast clouds,-22.67,167.48,Hotel Kou-Bugny
365,Ambulu,ID,77.02,overcast clouds,-8.35,113.61,Hotel Ambulu Jember
368,Praia,CV,86.0,scattered clouds,14.92,-23.51,LT Aparthotel
372,Kongolo,CD,87.4,broken clouds,-5.38,27.0,Hôtel Bouger Faire Bouger Rj Kanierra
373,Sola,VU,78.06,light rain,-13.88,167.55,Leumerus Bungalows
375,Dothan,US,71.01,clear sky,31.22,-85.39,Courtyard by Marriott Dothan
376,Sabang,ID,83.61,overcast clouds,5.89,95.32,Hotel Citra
382,Ahome,MX,79.0,few clouds,25.92,-109.18,Rancho El Sauce y la Palma
386,Tonota,BW,82.4,few clouds,-21.48,27.48,6 Ville Hotel
390,Alofi,NU,71.6,overcast clouds,-19.06,-169.92,Taloa Heights
394,Bengkulu,ID,78.26,broken clouds,-3.8,102.27,Grage Hotel Bengkulu
398,Osmena,PH,79.41,light rain,10.52,119.93,Arjemarkyza Lodge
401,Mlonggo,ID,80.8,moderate rain,-6.53,110.7,Asia Metal Art
403,Kapit,MY,75.92,overcast clouds,2.02,112.93,Hotel Meligai Kapit
407,Nishihara,JP,77.0,haze,26.18,127.76,Minshuku Agaihama
408,Adilabad,IN,77.38,light rain,19.67,78.53,Dwaraka Hotel.
409,Boyolangu,ID,76.41,moderate rain,-8.12,111.89,Yos ega cv
413,Guerrero Negro,MX,74.35,broken clouds,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
415,Khani,GE,78.8,clear sky,41.96,42.96,კურორტი ზეკარი/Resort Zekari
419,San Quintin,MX,72.41,scattered clouds,30.48,-115.95,Old Mill Hotel
421,Manado,ID,75.2,scattered clouds,1.49,124.85,Aryaduta Hotel
428,Piravam,IN,78.8,mist,9.87,76.5,Manakkattu Home
433,Farafangana,MG,72.39,broken clouds,-22.82,47.83,Austral Hotel
439,Asosa,ET,70.41,moderate rain,10.07,34.53,Blendana Hotel Assosa
446,Bani,DO,84.99,few clouds,18.28,-70.33,Hospedaje Henriquez
447,San Patricio,US,78.01,scattered clouds,28.02,-97.52,"Motel 6 Sinton, TX"
451,Careiro Da Varzea,BR,84.2,scattered clouds,-3.2,-59.81,POUSADA DA ALDENORA
452,Havelock,US,72.0,clear sky,34.88,-76.9,Sherwood Motel
454,Lucapa,AO,84.25,light rain,-8.42,20.74,Residência Ulisses Dos Santos
455,Aligarh,IN,84.31,clear sky,27.88,78.08,OYO 66888 Gomti Resorts
460,Bacolod,PH,75.99,overcast clouds,10.67,122.95,Planta Hotel & Residences
461,Luganville,VU,72.99,overcast clouds,-15.53,167.17,The Espiritu Hotel
462,Port Blair,IN,81.03,overcast clouds,11.67,92.75,Fortune Resort Bay Island
463,Surt,LY,88.36,clear sky,31.21,16.59,City Hotel
464,Vangaindrano,MG,72.61,broken clouds,-23.35,47.6,Hotel Fanilo
465,Olinda,BR,82.4,broken clouds,-8.01,-34.86,Hotel 5 Sóis
466,Kushalgarh,IN,85.86,overcast clouds,23.2,74.45,Navkar Guest House
468,Labuhan,ID,82.35,overcast clouds,-6.88,112.21,bador sepret
493,Nova Vicosa,BR,84.11,few clouds,-17.89,-39.37,Pousada Porto do Sol
500,Balabac,PH,80.08,heavy intensity rain,7.99,117.06,Sing and Swing Lodge
503,Aguilas,ES,73.99,clear sky,37.41,-1.58,Hotel Carlos III
507,Quepos,CR,72.0,overcast clouds,9.42,-84.17,Jungle Beach Hotel at Manuel Antonio
509,Mana,GF,87.39,clear sky,5.66,-53.78,LE SAMANA
512,Batticaloa,LK,83.7,overcast clouds,7.71,81.69,Grand Star Guest House
513,Puerto Madryn,AR,71.89,broken clouds,-42.77,-65.04,Hotel Tolosa
518,Villarrica,PY,79.25,light rain,-25.75,-56.43,Mansión Reljuv Tours SA
520,Quang Ngai,VN,78.62,overcast clouds,15.12,108.8,Central Hotel
521,Maceio,BR,80.6,overcast clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
522,Basavakalyan,IN,72.93,clear sky,17.87,76.95,S G BIRADAR HARDWARE&PAINTS SHOP
528,Bonthe,SL,83.5,broken clouds,7.53,-12.51,Bonthe Holiday Village
530,Dibulla,CO,83.3,clear sky,11.27,-73.31,Hospedaje Dibulla Beach
531,Tarakan,ID,80.67,overcast clouds,3.3,117.63,RedDoorz Syariah near Taman Berlabuh Tarakan
535,Songea,TZ,82.4,scattered clouds,-10.68,35.65,mtakuja
537,Cap-Haitien,HT,82.4,few clouds,19.76,-72.2,Habitation Jouissant
541,Mormugao,IN,77.0,broken clouds,15.4,73.8,Coconut Creek Resort
542,Puerto El Triunfo,SV,78.8,clear sky,13.28,-88.55,Hotel Jardin
544,Wajid,SO,87.66,broken clouds,3.81,43.25,Hotel Haji Aden Yare
545,Bunia,CD,72.81,light rain,1.57,30.25,Gold Star International Hotel
546,Cap Malheureux,MU,78.01,clear sky,-19.98,57.61,Pereybere Hotel & Spa
548,Iquitos,PE,77.0,broken clouds,-3.75,-73.25,Cortez Malaga Techy Caroly
550,Danshui,CN,80.01,scattered clouds,22.8,114.47,Grand Skylight International Hotel Huizhou
558,Augusto Correa,BR,88.66,overcast clouds,-1.02,-46.63,Fazenda Bacuri
562,Kendari,ID,76.64,broken clouds,-3.94,122.5,Hotel Wixel
564,Rajula,IN,89.13,overcast clouds,21.05,71.43,Lion Lords Inn Rajula
571,Vallenar,CL,74.07,clear sky,-28.57,-70.76,Humacao Bed & Breakfast
573,Orangeburg,US,70.0,clear sky,33.49,-80.86,Palmetto Inn & Suites
578,Chililabombwe,ZM,80.33,broken clouds,-12.36,27.82,Tabernacle Guest Lodge
580,Biak,ID,77.97,light rain,-0.91,122.88,Kost Ariz
581,Corn Island,NI,83.28,broken clouds,12.17,-83.04,Big Fish Guest House
583,Calvinia,ZA,88.05,clear sky,-31.47,19.78,Die Lemoenhuis
584,Wamba,NG,86.76,scattered clouds,8.93,8.6,Roma Zee Guest House Annex
585,Dar Es Salaam,TZ,77.0,light rain,-6.82,39.27,Holiday Inn Dar Es Salaam
591,Pemba,MZ,82.4,few clouds,-12.97,40.52,Guesthouse Samotina
592,Mayumba,GA,76.71,broken clouds,-3.43,10.66,LIKWALE LODGE
595,Pandan,PH,79.25,overcast clouds,14.05,124.17,Bonifacio Lodge
596,Tura,IN,74.71,light rain,25.52,90.22,Hotel RIKMAN Continental
598,Samarai,PG,78.31,light rain,-10.62,150.67,Nuli Sapi
601,Palmerston,AU,84.2,broken clouds,-12.49,130.98,Quest Palmerston - Serviced Apartments and Accommodation
603,Vila Do Maio,CV,86.0,scattered clouds,15.13,-23.22,Residence 'I Delfini'
605,Wenchi,GH,78.3,light rain,7.74,-2.1,Ebenezer Hotel
609,Paoua,CF,74.61,overcast clouds,7.24,16.44,Quartier Paoua Elien
610,Lagunas,PE,84.99,scattered clouds,-5.23,-75.68,Hospedaje Eco
615,Ikom,NG,86.97,light rain,5.97,8.71,Reho Farm & Resort
617,Waingapu,ID,80.19,overcast clouds,-9.66,120.26,Pondok Wisata Elim
619,Kirakira,SB,78.12,scattered clouds,-10.45,161.92,SanBiz Lodge
623,Alfredo Chaves,BR,80.01,scattered clouds,-20.64,-40.75,Pousada do Zeze
626,Akyab,MM,83.43,few clouds,20.15,92.9,Hotel Memory
628,Belmonte,BR,84.2,scattered clouds,-15.86,-38.88,Pousada Monte Carmelo O Pão
630,Bandarbeyla,SO,82.08,broken clouds,9.49,50.81,REER XOOSHLE GROUP
631,Kaputa,ZM,84.09,broken clouds,-8.47,29.66,Chelelwa Charlets
632,Monrovia,LR,80.6,light rain,6.3,-10.8,Eco-Hotel Hall & Restaurant
633,Saint Thomas,BB,86.0,broken clouds,13.18,-59.58,Jefferson's House
635,Tautira,PF,75.2,broken clouds,-17.73,-149.15,Pension Oaoa
636,Yerkoy,TR,76.17,clear sky,39.64,34.47,Yerköy Öğretmenevi
637,Naze,JP,73.4,overcast clouds,28.37,129.48,奄美ポートタワーホテル
638,Andilamena,MG,71.13,clear sky,-17.02,48.58,Magic Hotel Restaurant
641,Mount Pleasant,US,75.99,broken clouds,32.79,-79.86,Best Western Patriots Point
642,Acapulco,MX,78.8,scattered clouds,16.86,-99.89,HS Hotsson Smart Acapulco
643,Longhua,CN,71.37,light rain,23.61,114.19,Huadu Hotel
650,Saucillo,MX,71.98,overcast clouds,28.02,-105.28,Hotel La Posada de San Judas Tadeo
652,Japaratuba,BR,84.2,few clouds,-10.59,-36.94,Pousada Japaratuba
653,Najran,SA,87.8,clear sky,17.49,44.13,محمد هادي ال فطيح
655,Gorontalo,ID,77.29,light rain,0.54,123.06,Maqna Hotel by Prasanthi
656,San Andres,CO,84.2,few clouds,12.58,-81.7,Hotel Arena Blanca
658,Petatlan,MX,80.6,broken clouds,17.52,-101.27,Hotel California Petatlán
666,Buala,SB,79.21,clear sky,-8.14,159.59,Maringe Lagoon Lodge
667,Basoko,CD,85.26,light rain,1.24,23.62,Flat Hotel La Benediction
668,Lichinga,MZ,78.8,broken clouds,-13.31,35.24,Residencial Bendiak
671,Port Shepstone,ZA,77.47,clear sky,-30.74,30.45,My Den Beachfront B&B And Self-Catering
672,Nkwerre,NG,88.11,broken clouds,5.76,7.11,Josh Motel
681,Kavaratti,IN,81.46,light rain,10.57,72.64,Hotels in Lakshadweep Islands
682,Iringa,TZ,78.8,scattered clouds,-7.77,35.7,M.R. Hotels ltd.
686,Port Keats,AU,82.33,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
688,Tanga,TZ,83.32,clear sky,-5.07,39.1,Lulu Image Hotel
696,Punta Cardon,VE,85.66,clear sky,11.66,-70.22,Posada Bambuda
697,Nirgua,VE,80.83,clear sky,10.16,-68.57,Posada Turistica Iracuy
698,Atambua,ID,75.74,overcast clouds,-9.11,124.89,Pondok Pesantren Al Muhajirin Atambua
699,Houma,US,73.99,mist,29.6,-90.72,Courtyard by Marriott Houma
707,Finschhafen,PG,78.55,moderate rain,-6.6,147.87,Cossam Guest House
711,Nizwa,OM,81.03,clear sky,22.93,57.53,Orient Apartments
712,Dhidhdhoo,MV,83.07,overcast clouds,6.88,73.1,Dhidhoo beach
716,Sabzevar,IR,75.2,clear sky,36.21,57.68,پارکینگ وسایل سنگین جنوب
719,Ibra,OM,79.92,clear sky,22.69,58.53,مزرعة راحة النفوس المنزفة
720,Sri Aman,MY,78.8,overcast clouds,1.24,111.46,Seri Simanggang Hotel
722,Sarab,IR,71.78,overcast clouds,38.61,44.99,مسجد امام رضا
724,Darnah,LY,82.8,clear sky,32.77,22.64,زاوية الرفاعي
725,Nokha,IN,86.68,few clouds,27.6,73.42,Fauji hotel and Restaurant9636024676
730,Oktyabrskoye,RU,77.0,overcast clouds,43.06,44.74,Prolesok Mini-hotel
734,Mbandaka,CD,78.58,overcast clouds,0.05,18.26,Guest House Epervier
735,Isiro,CD,84.42,broken clouds,2.77,27.62,Nova
737,Luwuk,ID,78.64,light rain,-0.95,122.79,Hotel Santika Luwuk
738,Male,MV,82.4,broken clouds,4.17,73.51,Hotel Octave Maldives
742,Paraiso,CR,72.0,clear sky,9.84,-83.87,Rinconcito Verde
746,Frontera,MX,71.6,scattered clouds,26.93,-101.45,Fiesta Inn Monclova
748,Baracoa,CU,84.52,few clouds,20.35,-74.5,Hostal Rio Miel
749,Marsa Matruh,EG,78.8,clear sky,31.35,27.25,Beau Site
750,Quthing,LS,84.87,clear sky,-30.4,27.7,Mountainside Hotel
754,Belen,TR,84.2,scattered clouds,36.49,36.22,Varlıbaş Uyku Sarayı
755,Honiara,SB,77.0,few clouds,-9.43,159.95,Heritage Park Hotel
757,Kruisfontein,ZA,73.99,clear sky,-34.0,24.73,Oyster Bay House Rental
760,Kailua,US,75.2,clear sky,21.4,-157.74,Sheffield House Bed & Breakfast
763,Abonnema,NG,84.2,thunderstorm,4.71,6.79,Corper's Lodge Obonoma
766,Ca Mau,VN,77.04,light rain,9.18,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
770,Kestel,TR,78.8,clear sky,40.2,29.21,UZUNOĞLU APART
772,Port-Gentil,GA,84.2,broken clouds,-0.72,8.78,Fengshui Residence
776,Sorong,ID,79.99,moderate rain,-0.88,131.25,The Waigo Hotel
778,Cabedelo,BR,86.0,broken clouds,-6.98,-34.83,Lua Mansa Pousada
779,Bayir,TR,80.6,few clouds,37.27,28.22,Buban Otel
780,Bima,ID,78.39,overcast clouds,-8.47,118.72,Lambitu Hotel
782,Abu Road,IN,85.6,broken clouds,24.48,72.78,Private Room In the Heart of the city.
785,Palauig,PH,80.91,broken clouds,15.44,119.9,Myhousebythesea
786,Marsh Harbour,BS,81.54,scattered clouds,26.54,-77.06,Abaco Beach Resort
790,Pochutla,MX,77.0,broken clouds,15.74,-96.47,Hotel Posada San Jose
791,Bull Savanna,JM,80.26,clear sky,17.89,-77.59,Big Red's
795,Bac Lieu,VN,78.69,light rain,9.29,105.72,Khách sạn Sài Gòn Bạc Liêu
796,Abu Kamal,SY,87.12,clear sky,34.45,40.92,محطة التلفاز
797,Kutahya,TR,73.4,clear sky,39.42,29.98,Grand Çınar Hotel
800,Santa Lucia,ES,75.2,few clouds,27.91,-15.54,Hotel Viverde Las Tirajanas
806,Ambon,ID,78.8,light rain,-3.7,128.18,Swiss-Belhotel Ambon
811,Mirai,BR,87.01,broken clouds,-21.2,-42.61,Camapuan Palace Hotel
815,Xuddur,SO,84.25,broken clouds,4.12,43.89,Banjanay Hotel
816,Torit,SS,83.23,light rain,4.41,32.57,Diplomat Guest House
825,Harlingen,US,79.0,clear sky,26.19,-97.7,Courtyard by Marriott Harlingen
827,Guhagar,IN,78.22,overcast clouds,17.48,73.19,Hotel Seawinds
830,Manjacaze,MZ,84.22,clear sky,-24.71,33.88,Hotel Gani
832,Amahai,ID,82.99,light rain,-3.33,128.92,Peternakan Ayam Bangkok Manisso
833,Meulaboh,ID,79.56,light rain,4.14,96.13,Kost Pria
834,Manaus,BR,84.2,scattered clouds,-3.1,-60.02,Hotel do Largo
835,Puerto Madero,MX,75.2,few clouds,14.72,-92.42,Hotel La Central
838,Shahpur,IN,75.94,light rain,16.7,76.83,Sai Deluxe Shahapur
843,Kindu,CD,85.71,overcast clouds,-2.95,25.95,Hotel Karibu
845,Dharapuram,IN,78.8,few clouds,10.73,77.52,Sakthi Lodge
847,Bonoua,CI,80.6,light rain,5.27,-3.6,Hotel Bon Samaritian
848,Kavos,GR,79.0,clear sky,38.83,22.83,Kavos Villa
849,Mubi,NG,89.94,overcast clouds,10.27,13.26,Hotel
850,Lake City,US,73.0,clear sky,30.19,-82.64,Ramada Limited Lake City
855,Tiarei,PF,75.2,broken clouds,-17.53,-149.33,Le Rocher de Tahiti
857,Brawley,US,70.0,clear sky,32.98,-115.53,Brawley Inn Hotel & Conference Center
860,Trincomalee,LK,83.46,overcast clouds,8.57,81.23,Welcombe Hotel
863,Ishigaki,JP,79.38,few clouds,24.34,124.16,Hotel Peace Land Ishigakijima
864,Basavana Bagevadi,IN,74.82,clear sky,16.58,75.97,Jagajyothi Basaveshwar Yatri Nivas
865,Lampa,CL,79.0,clear sky,-33.28,-70.9,El sueño de Lampa I y II
872,Mindelo,CV,86.0,broken clouds,16.89,-24.98,Hotel Gaudi
875,Kloulklubed,PW,78.8,broken clouds,7.04,134.26,Storyboard Beach Resort
877,Trelew,AR,75.22,overcast clouds,-43.25,-65.31,Hotel Touring Club
879,Santa Cruz De La Palma,ES,78.8,few clouds,28.68,-17.76,H10 Taburiente Playa
880,Quatre Cocos,MU,77.0,scattered clouds,-20.21,57.76,Emeraude Beach Attitude Hotel
882,Black River,JM,89.01,few clouds,18.03,-77.85,Idlers' Rest Beach Hotel
883,Vianopolis,BR,86.81,scattered clouds,-16.74,-48.52,Hotel Regente
885,Monte Alegre,BR,87.67,overcast clouds,-2.01,-54.07,Hotel Shekinah
886,Impfondo,CG,74.28,overcast clouds,1.64,18.07,Préfecture de la Likouala
887,Maputo,MZ,78.8,clear sky,-25.97,32.59,Pestana Rovuma
891,Santa Maria,BR,71.06,few clouds,-29.68,-53.81,Hotel Morotin
